Title,ID,URL,Published Date,Viewer Count,Chapter Markers,Description,Duration,Playlists
Hitching Through Sinaloa | Mexico&#39;s Narco State 🇲🇽,cTxgcZcgLbk,https://www.youtube.com/watch?v=cTxgcZcgLbk,2020-10-03 15:26:35 ,5041121,/,"🇲🇽 After a journey down from the altitude of Mexico City, we finally reached the tropics of Sinaloa. Home to the Sinaloa Cartel it is a place we had been warned not to visit, but I wanted to see Sinaloa behind the headlines. Was it as bad as we had been told or not? Join me on a road trip through Mexico's narco state...",PT22M41S,🇲🇽 Viva Mexico! 🇲🇽
Trying Mexico&#39;s Village Blood Drink 🇲🇽,uetA4Wf5i4Q,https://www.youtube.com/watch?v=uetA4Wf5i4Q,2020-10-02 09:11:49 ,1273407,/,"🇲🇽 We all love Mexican food, right? Tacos, enchiladas, tequila...but whilst in a small village north of Guadalajara I ordered a local beverage of unidentifiable flavour...we decided to call it the Mexican blood pint. Join me on a trip deep into cartel countryside...",PT14M57S,🇲🇽 Viva Mexico! 🇲🇽
Lost In Mexico City 🇲🇽,Y1HRGSE0U8A,https://www.youtube.com/watch?v=Y1HRGSE0U8A,2020-10-01 19:14:23 ,1094489,"{'IN LONDON PEOPLE SAY MEXICO IS VERY DANGEROUS': '8:31 - 8:43', ""I THINK IT ISN'T TRUE THE PEOPLE ARE GOOD HERE"": '8:43 - 10:05', ""I DON'T SPEAK SPANISH BUT I UNDERSTAND THE WORD TEQUILA"": '10:05 - 16:29'}","🇲🇽 Sinaloa; the word alone conjures images of cartels and violence. A place that anyone with an ounce of sanity would avoid, especially a bunch of tourists who would stand out like a sore thumb. Well fortunately me and my friends don't have much sense so we decided to head deep into cartel country disguised as Mexicans. Join me in part one of a drunken adventure to the home of El Chapo...Culiacan, Sinaloa.

Please check out Harald Baldr's and Simon Wilson's YouTube channels for their films from Mexico.",PT16M29S,🇲🇽 Viva Mexico! 🇲🇽
Solo In Mexico&#39;s Most Dangerous Barrio 🇲🇽,dUIL_71zeLc,https://www.youtube.com/watch?v=dUIL_71zeLc,2020-09-23 22:43:06 ,3384705,/,"🇲🇽 Ask any resident of Mexico City where they would avoid visiting and the answer always come back: Tepito. A barrio of counterfeit markets and dark alleyways where the hoodlums run the streets, the Barrio Bravo ( Ferocious neighbourhood ) is a place I was told not to go to if I valued my life and possessions. But could it really be that bad? There was only one way to find out. I had to go and investigate.",PT10M1S,🇲🇽 Viva Mexico! 🇲🇽
Midnight Tacos In Mexico City 🇲🇽,BFIrCReIPpY,https://www.youtube.com/watch?v=BFIrCReIPpY,2020-09-23 06:48:11 ,1614285,"{'THE FLIGHT': '0:29 - 4:10', 'ARRIVAL': '4:10 - 8:18', 'I LOVE YOU': '8:18 - 12:04', 'TO BE CONTINUED...': '12:04 - 12:08'}",Hola Señor y señoras from Mexico City. I have flown here for a week of tacos and tequila with my YouTube friends Harald Baldr and Simon Wilson. Join me on what is bound to be some random drunken adventures in the big daddy of Central America. Viva Mexico!,PT12M8S,🇲🇽 Viva Mexico! 🇲🇽
Czech This Out!🇨🇿,UKjjBgfZG5Q,https://www.youtube.com/watch?v=UKjjBgfZG5Q,2020-09-10 18:45:20 ,1743980,"{'Do You Plan To Do any Videos about the Czech Republic': '15:04 - 15:37', 'Why Prague': '15:37 - 20:42', 'Flag Poles': '20:42 - 22:46'}","🇨🇿 Welcome back to beautiful Prague, capitol of Czechia and now known as the city of Vietnamese alcohol shops and the region of Pankrac, known as the Venice of Central Europe. I have returned to look after a Cuban cat for a few weeks and whilst here was invited to chat to a very nice chap called Thomas about...well all kinds of things. Oh and he took me for a ride in a weird contraption you have possibly not seen before. I hadn't. Enjoy!",PT22M46S,
Eating Cow Brain With Albanians 🇦🇱,SrAA09YwDYo,https://www.youtube.com/watch?v=SrAA09YwDYo,2020-09-07 18:03:43 ,1374541,/,"🇦🇱 I don't usually make food videos but whilst in Albania I met a couple of good lads who invited me to try some Albanian specialities at their restaurant and so how could I refuse? Join me in the sunny town of Vlora as we try some delicious, and not so delicious local specialities...

Blog: lostgopnik.com
Instagram: realbaldandbankrupt",PT16M48S,🇦🇱ALBANIA🇦🇱
This Country Was Ready For War! 🇦🇱,ROozLTYm_OQ,https://www.youtube.com/watch?v=ROozLTYm_OQ,2020-09-02 14:15:19 ,4438762,/,When I was growing up I became fascinated by the mysterious and little known country of Albania on the southern edge of Europe. A land which at that time few outsiders had visited due to the paranoid Stalinist leader Enver Hoxha. Well things have changed now and the borders are open so I decided to head there and to see where state paranoia can lead...,PT33M5S,🇦🇱ALBANIA🇦🇱
Forced To Drink From Shoe By Prague Bully 🇨🇿,Gsyf6tqnL7g,https://www.youtube.com/watch?v=Gsyf6tqnL7g,2020-08-27 14:46:53 ,1494505,/,"Dobri den from Prague, the world's greatest city where the beer is cheap but the apartments aren't. I came here to recover from my recent illness and have not been filming but when a friend invited me to play football-golf I thought I would film the experience. I didn't know it would be so humiliating. Also get ready to meet a ginger celebrity you may remember...

Check out my blog for behind the scenes photos and stories. Here: lostgopnik.com  
Fidel the cat is on Insta @furry_bandito",PT23M56S,
Solo Through The Chernobyl Swamp,vZN3ooDtl9o,https://www.youtube.com/watch?v=vZN3ooDtl9o,2020-05-21 18:14:45 ,2702945,/,🇧🇾 Whilst wandering through a remote forest in Belarus and crossing knee deep swamps I stumbled upon an abandoned cottage where the inhabitants had seemingly left in a hurry leaving their belongings behind. Well I did what anyone would do; opened a bottle of Soviet champagne and took a look through the things I had found.,PT19M5S,☭ Soviet Playlist ☭
The Village That Disappeared 🇧🇾,7XzxmSRwdPg,https://www.youtube.com/watch?v=7XzxmSRwdPg,2020-05-20 12:30:12 ,1484858,/,"🇧🇾 Allow me to share with you some of Belarus' history; Khatin and the story of the village the invaders wiped off the map, Studenka where Napoleon's Grande Armee met a watery end and the story of the European Stork who call Belarus home every summer. Oh and of course we found time for a quick look at a small town's 'wall of hotties'. This is part 1 of a two part journey.",PT10M7S,
Lost In No-Lockdown Minsk 🇧🇾,ydH2pEFeDuc,https://www.youtube.com/watch?v=ydH2pEFeDuc,2020-05-16 13:53:06 ,1696200,/,"🇧🇾 'Would I like to go and visit an abandoned Soviet pioneer camp?' my friend Niall asked me. Well what a daft question. Of course I would! And so we set off across no lockdown Minsk in search of a bus out of town and ended up completely lost. But that's a good thing because it meant we met some random Belarusians on the streets of the capitol including a certain famous actor...

Subscribe to Partizan here: https://www.youtube.com/c/IrishPartizan",PT12M2S,
I Tried Every Beer In Belarus...It Took Three Days,NszXuvBWMsU,https://www.youtube.com/watch?v=NszXuvBWMsU,2020-05-14 09:28:54 ,2760408,"{'DID YOU DO YOUR 14 DAY QUARENTINE?': '10:30 - 10:53', 'YOU NEED TO BELIEVE YOUR PRESIDENT!': '10:53 - 22:23', 'ARE PEOPLE IN RECHITSA SCARED OF THE CORONA VIRUS?': '22:23 - 22:27', ""YOU KNOW THERE ARE SOME WHO ARE AND SOME WHO DON'T CARE"": '22:27 - 22:32', 'AND WHEN THE PRESIDENT SAID YOU JUST NEED VODKA AND A SAUNA': '22:32 - 26:28'}","🇧🇾 There are six towns in Belarus which have their own breweries. They are Brest, Lida, Vitebsk, Rechitsa, Bobruisk and Minsk. And so I decided to go on a grand tour and try them all...in the cities where they are brewed. Join me on the no lockdown grand Belarus beer hunt.",PT26M28S,
The Country Where They Didn&#39;t Lockdown!,j_UAkHQFcgA,https://www.youtube.com/watch?v=j_UAkHQFcgA,2020-05-09 18:03:05 ,2589272,/,"The whole world is taking precautions, keeping people safely inside, practicing social distancing, right? Well no...In Belarus they do things differently. Bars and restaurants are open, few wear face masks outside and today they had a big celebration with crowds. So I went to take a look...Join me in the country that does things its own way.",PT11M6S,
Would You Try This Armenian Food?! 🇦🇲,Mqf8pruqisU,https://www.youtube.com/watch?v=Mqf8pruqisU,2020-03-14 20:53:36 ,2248418,/,🇦🇲With my flight out of Armenia cancelled and finding myself with an unexpected extra few hours left in the city of Yerevan I jumped in a taxi and headed to the centre to look at some sights and try some local wine and food...I kind of wish I skipped the food part!,PT12M43S,🇦🇲ARMENIA🇦🇲
Look What I Found In Armenia! 🇦🇲,eX_Etwy7ep8,https://www.youtube.com/watch?v=eX_Etwy7ep8,2020-03-11 13:44:34 ,1837643,"{'IN ARMENIA WHAT IS THE AVERAGE MONTHLY WAGE?': '2:51 - 6:29', 'HOW WAS THE LAST PRESIDENT?': '6:29 - 9:44', 'DO YOU REMEMBER THE EARTHQUAKE? OF COURSE!': '9:44 - 16:06'}",🇦🇲 It's Soviet adventurising time again and we are in a new republic for this episode: the ancient mountainous land of Armenia where I heard some stories from the past and up in the mountains discovered the holy grail for Soviet explorers...Join me on the journey.,PT16M6S,🇦🇲ARMENIA🇦🇲
Would You Ride The COVID Express?,C5TNecidRD0,https://www.youtube.com/watch?v=C5TNecidRD0,2020-03-09 20:44:38 ,2472808,"{""IS THE STATION OPEN? I'D LIKE TO LOOK INSIDE"": '5:32 - 7:32', ""YOU'RE GOING TO THE ARMY TOWN? ARMY TOWN?!"": '7:32 - 7:55', 'THANK YOU FOR YOUR HELP GOODBYE!': '7:55 - 13:39'}","The western world is in panic at the invisible enemy out there, holidays are being cancelled and people are being forced to stay home in self quarantine. And so I thought it would be the perfect time to head off on holiday to the Caucasus and board the midnight train to Georgia. And then I realised that it's not just the west that is worried about the big Corona...Oh and I discovered an abandoned military base too. Random vlog time.",PT13M39S,🇬🇪 Georgia 🇬🇪
Smuggling A Street-Cat out of Cuba 🇨🇺,5aNxKGu6ccs,https://www.youtube.com/watch?v=5aNxKGu6ccs,2020-03-04 17:57:17 ,2359356,/,"🇨🇺 Whilst travelling through Cuba we saw a malnourished kitten walk under a speeding truck. Somehow it survived and so we adopted the kitten and named him Fidel. For the next two weeks we travelled together across the country with the kitten and despite the food shortages in shops where even milk was hard to find, we nursed him back to strength. But then the holiday was over and we had to fly home to Europe. But what about our little cat who had been our constant companion? Leave him alone on the streets again? Well we did the only thing we could do, we headed to the airport for our flight home and hoped our cunning plan would work...Join us in the greatest action adventure since Papillon.
Fidel now has his own Instagram page so you can follow his adventures @furry_bandito and Alina has started a little merchandise shop to raise money for Fidel's veterinary fees: https://teespring.com/stores/la-chica-de-fidelcat",PT13M24S,🇨🇺CUBA🇨🇺
This Man Threw My Beer Away! 🇨🇺,f3fDphcGRiE,https://www.youtube.com/watch?v=f3fDphcGRiE,2020-02-21 16:56:48 ,1584301,/,"🇨🇺 Cuba; land of cigars and rum and random nutters who throw your beer on the floor. Join me as I show you the behind the scenes from our trip through this perplexing, frustrating but friendly and fascinating country.",PT20M10S,🇨🇺CUBA🇨🇺
Could You Live In This Country? 🇨🇺,wcseyA2aL8k,https://www.youtube.com/watch?v=wcseyA2aL8k,2020-02-17 21:10:12 ,2829799,"{""ARE YOU A SOCIALIST? I'M A COMMUNIST!"": '3:37 - 7:45', 'THREE HORSE RIDES...': '7:45 - 8:35', 'FIDEL CASTRO MEMORIAL': '8:35 - 10:55'}","🇨🇺 Most of us have access to the basic essentials in life. We take being able to use an ATM for granted, that the trains won't run out of petrol and be cancelled or that milk will be available in a shop when you visit. But the people of Cuba are not so lucky. They live under a different system and to be honest, it's not working out well for them...So tell me, could you handle live under that system?",PT10M55S,🇨🇺CUBA🇨🇺
You Won&#39;t Believe This Cuban Bus! 🇨🇺,ReZyQyoAdjA,https://www.youtube.com/watch?v=ReZyQyoAdjA,2020-02-14 22:22:55 ,2300957,/,🇨🇺 Do you hate the morning commute to work? Well I doubt you have it as bad as Cubans we joined on their morning commute. An hour standing in what is basically a cattle truck that rattles over broken roads that even locals struggle with. Bring your sick bag!,PT14M24S,🇨🇺CUBA🇨🇺
The Cuba They Don&#39;t Want You To See 🇨🇺,0RjRqS5vl-Q,https://www.youtube.com/watch?v=0RjRqS5vl-Q,2020-02-11 02:53:22 ,6161514,/,"🇨🇺 What do you think of when you hear the name Cuba? Well for me it brought up romantic notions of revolutionaries, rum and steamy tropical nights. But what was life like on the island for the common man living in modern day Cuba? Well myself and Alinchik flew there to find out.
Join us on a small town Cuban adventure that nobody else has shown you...Viva the revolution!",PT18M46S,🇨🇺CUBA🇨🇺
Inside Chernobyl&#39;s Abandoned Ghost Town | Pripyat,J_3DFTm8ioA,https://www.youtube.com/watch?v=J_3DFTm8ioA,2020-01-12 13:18:58 ,2500534,"{'Old Town Square': '1:05 - 1:30', 'Soviet Telephone Boxes': '1:30 - 3:33', 'Old Sports Hall of the School': '3:33 - 12:53'}","🇺🇦 If you would like to visit Chernobyl and explore Pripyat then please visit SoloEast travel at https://www.tourkiev.com These guys are the best at what they do and will take you where others won't 👍🏻

🇺🇦 Not far from the Chernobyl reactor is the town of Pripyat which housed the plant's workers and was abandoned due to high levels of radiation not long after the disaster. I went there on a miserable winter day to see what traces of the past remained...",PT12M53S,
Don&#39;t Film In This African Country! 🇲🇷,xV7glRVdNw8,https://www.youtube.com/watch?v=xV7glRVdNw8,2020-01-07 02:57:03 ,3083870,/,"🇲🇷 As a vlogger you are always a little nervous about filming in public. Occasionally people ask you politely not to photograph them, occasionally they throw vegetables at you, but nowhere is quite like the capital of Mauritania where filming yourself gets the locals screaming at you! What a bunch of Mauritanian madlads! Fortunately the people got a lot more chill on the road to Nouadhibou.",PT14M40S,🇲🇷MAURITANIA🇲🇷
Would You Ride Africa&#39;s Worst Train? | 18 Hours In A Freight Truck,1mL1aI6aabs,https://www.youtube.com/watch?v=1mL1aI6aabs,2020-01-02 04:24:26 ,3724982,/,"🇲🇷 In Mauritania there is a train journey that is legendary for being so brutal on the body and spirit that few can make it to the end of the line. Open box cars full of iron ore dust, freezing nights and scorching desert days...I decided to jump on board an open boxcar and see just how brutal it was...",PT22M37S,🇲🇷MAURITANIA🇲🇷
Searching For The Chernobyl Resettlers,qQ5MTAXPMI0,https://www.youtube.com/watch?v=qQ5MTAXPMI0,2019-12-24 22:10:07 ,3431294,/,"🇺🇦 After all of my trips to the Belarus side of the disaster it was finally time to travel to the source of the tragedy itself, Pripyat and the Chernobyl exclusion zone. Whilst there my guide Igor treated me to the world's greatest invention, 'Vodka cakes'. Oh and we also heard some stories from the re-settlers.

I used a tour company for my trip called Solo East. This is their website. I can highly recommend them. https://www.tourkiev.com",PT10M20S,☭ Soviet Playlist ☭
Look Who I Found In The Chernobyl Zone!,hLSIDEBopxs,https://www.youtube.com/watch?v=hLSIDEBopxs,2019-12-16 05:52:33 ,2879150,/,🇧🇾 I had been searching the radiated forests of the Belarus Chernobyl zone for my friend Kolya but with no luck. Then I drove to the nearest village where there was one last. inhabited house. I knocked on the door and waited....,PT10M12S,☭ Soviet Playlist ☭
Alone In The Chernobyl Forest 🇧🇾,_2qwy4ATUsw,https://www.youtube.com/watch?v=_2qwy4ATUsw,2019-12-14 15:26:54 ,925741,/,🇧🇾 A couple of months ago I went into the Belarus Chernobyl radiation zone to visit a man who lived alone there called Kolya and gave him some money I had raised. I was now going back to check up on him. The only thing I had not considered however was this: What if he wasn't home?,PT12M9S,
KGB Encounters In Azerbaijan 🇦🇿,qGSfK55Ggs4,https://www.youtube.com/watch?v=qGSfK55Ggs4,2019-12-06 13:50:05 ,4931964,/,🇦🇿 Whilst exploring an old Soviet village in Azerbaijan I was stopped by a polite old gentleman who asked for my documents. Who was he? Why did he want them? Who did he work for? Did I do the right thing? Who knows but I think I just me the Azerbaijan version of the KGB.,PT19M5S,"🇦🇿AZERBAIJAN🇦🇿, ☭ Soviet Playlist ☭"
Searching For Ganja In Azerbaijan 🇦🇿,h1sRFc5FiZA,https://www.youtube.com/watch?v=h1sRFc5FiZA,2019-12-03 16:07:35 ,3169578,/,"🇦🇿 The truth is I did not know anything about Azerbaijan before I arrived except that it was rich with oil money and had an incredibly modern capital city called Baku. But I wanted to see beyond that and get to know the country beyond the glitz a little bit better. And so I hired a car, bought a map and set off in search of Ganja. Join me!",PT23M4S,"🇦🇿AZERBAIJAN🇦🇿, ☭ Soviet Playlist ☭"
Would You Cross This Russian Border By Train? 🇷🇺,o1bbazvx1O8,https://www.youtube.com/watch?v=o1bbazvx1O8,2019-11-30 10:39:39 ,2571936,"{'HOW DO YTOU NOT KNOW WHAT LAGHMAN IS?!': '3:13 - 5:49', 'JEEZ YOU BOUGHT A LOT OF STUFF! SOUVENIRS?!!': '5:49 - 9:22', ""WE'VE BEEN TO CENTRAL ASIA YOU'VE BEEN TO CENTRAL ASIA?!"": '9:22 - 14:51'}",🇷🇺 With the Russian winter slowly moving in I bought a ticket on the international train heading across Russia's southern border into the country of Azerbaijan and it's surprisingly modern capital of Baku. Join me as we skirt the banks of the Caspain Sea and head into Asia.,PT14M51S,🇷🇺 RUSSIA 🇷🇺
Lost In Kalmykia | Europe&#39;s Weirdest Republic,bR_eA_c_Yts,https://www.youtube.com/watch?v=bR_eA_c_Yts,2019-11-19 04:33:12 ,2265769,/,🇷🇺 Just over 400 years ago a tribe left their homeland in western Mongolia and made their way to Europe. They settled on the windy steppe lands of southern Russia and continued their way of life. I went in search of them and discovered a Buddhist republic living in the heart of Europe. Oh and it is VERY windy there.,PT14M36S,"☭ Soviet Playlist ☭, 🇷🇺 RUSSIA 🇷🇺"
Stranded In Russia&#39;s Creepiest Village,6RQlQDp1uiU,https://www.youtube.com/watch?v=6RQlQDp1uiU,2019-11-15 08:42:40 ,4354465,/,"🇷🇺 People often ask how I get around Russia, well often I hitchhike from town to town. Sometimes it goes well, sometimes it doesn't, and sometimes I discover a weird place I'd rather not be in...",PT20M26S,"☭ Soviet Playlist ☭, 🇷🇺 RUSSIA 🇷🇺"
Visiting A Soviet Barber Shop!,k3LuGqL1tRk,https://www.youtube.com/watch?v=k3LuGqL1tRk,2019-11-13 14:23:05 ,2322485,/,"🇷🇺 It's no secret that I have a somewhat over excited reaction every time I see something remotely Soviet, so imagine what I thought when I saw a Soviet barber shop in Makhachkala's old bus station...Yes I had a Soviet beard trim. Oh and where the bloody hell is Kalmykia?!",PT15M10S,🇷🇺 RUSSIA 🇷🇺
Hanging With The Elders Of Dagestan,uIpiHofuFDQ,https://www.youtube.com/watch?v=uIpiHofuFDQ,2019-11-11 14:45:02 ,2611635,/,"🇷🇺 One year ago I was stranded on a mountain top in Dagestan when one guy saved me. We kept in touch and he invited me to return to his mountain village in Dagestan called Gagatli. Everything was great, except his car...",PT12M34S,🇷🇺 RUSSIA 🇷🇺
Chechnya Isn&#39;t What You&#39;d Expect!,-OVuFTp2DZQ,https://www.youtube.com/watch?v=-OVuFTp2DZQ,2019-11-09 04:17:53 ,3537980,/,"🇷🇺 'Don't go to Chechnya!' the UK government website says. For sure you will be kidnapped and killed. Well, it turns out that they don't know what they are talking about. All you will find here is beautiful landscapes, friendly people and great shashlik. Oh, and very persuasive taxi drivers! Big thanks to Ruslan for the tour. Muzhik! 👍🏻",PT18M25S,"☭ Soviet Playlist ☭, 🇷🇺 RUSSIA 🇷🇺"
Would You Ride The Night Train To Chechnya?,NZWOcYNr5oE,https://www.youtube.com/watch?v=NZWOcYNr5oE,2019-11-05 15:20:09 ,3496321,"{'FOGGY ALBION': '2:02 - 3:39', 'A BEAUTIFUL OLD RAILWAY STATION': '3:39 - 4:35', 'EXPLAINING THE ANCIENT MYSTERY OF THE PLATFORM SYSTEM': '4:35 - 10:07'}","🇷🇺 I decided to head south to the snowy peaks of the Caucasus that divide Europe from Asia. But before I could board my train to Grozny, the capital of Chechnya, I had to work out what exactly a bloody 'put and platform' is. Fortunately a one legged local helped me...Yes I'm back in Russia!",PT10M7S,"☭ Soviet Playlist ☭, 🇷🇺 RUSSIA 🇷🇺"
Escape From The Bolivian Village: A Babushka Boy Adventure,LzZNUKEGboU,https://www.youtube.com/watch?v=LzZNUKEGboU,2019-10-25 18:37:05 ,1095488,/,"MERCH STORE: https://teespring.com/en-GB/stores/bald-and-bankrupt
🇧🇴  It was my last day in Bolivia and there was one thing that had been playing on my mind...what exactly was in the village beyond the church that I had been warned to stay away from? There was only one way to find out. Operative Babushka Boy would have to investigate.",PT11M15S,🇧🇴 Bolivia 🇧🇴
Entering A Bolivian Village...With A Briefcase,dQJ5Z4oFvsQ,https://www.youtube.com/watch?v=dQJ5Z4oFvsQ,2019-10-23 10:17:17 ,2540526,"{'A SMALL VILLAGE IN BOLIVIA': '4:09 - 7:44', 'I WOULD LIKE TO SEE INSIDE A SMALL VILLAGE HOUSE': '7:44 - 7:51', 'TO SEE HOW DO THE PEOPLE LIVE IN BOLIVIA?': '7:51 - 11:37'}","LATEST MERCH!: https://teespring.com/en-GB/stores/bald-and-bankrupt
🇧🇴 After being kicked out of the Bolivian village a few days before I decided I had to return and try to visit a village home again, but this time I had switched things up that would help me...A tweed jacket and briefcase. What could go wrong.",PT11M37S,🇧🇴 Bolivia 🇧🇴
I Got Kicked Out Of A Bolivian Village!,rSoFDivGIdc,https://www.youtube.com/watch?v=rSoFDivGIdc,2019-10-21 10:05:58 ,3395326,"{'WHERE IS THE PATH?': '1:54 - 3:28', 'THERE WILL BE A PROBLEM?': '3:28 - 6:24', 'THE CHURCH!': '6:24 - 11:38'}","LATEST MERCH: https://teespring.com/en-GB/stores/bald-and-bankrupt
🇧🇴 Whilst in Boliva I thought it would be fun to go and check out a village somewhere and meet some locals. I randomly chose a place on the map called Patamanta and naively headed off expecting to make friends and be invited into people's homes just like I had done in the former Soviet Union...Well Bolivia isn't Belarus...",PT11M38S,🇧🇴 Bolivia 🇧🇴
Avoid This Bolivian Taxi Driver!,W-hw42Fdg2s,https://www.youtube.com/watch?v=W-hw42Fdg2s,2019-10-19 09:27:21 ,2362635,/,"LATEST MERCH: https://teespring.com/en-GB/stores/bald-and-bankrupt
🇧🇴 When I order a taxi I don't want much. I don't need a fancy car or even decent music. What I do expect however is that the driver will at least know where he is going! And then not overcharge me at the end of the ride. Unfortunately I met this guy and, well see for yourself...",PT10M2S,🇧🇴 Bolivia 🇧🇴
A Short Film About Buying A Bolivian Hat ( Not Clickbait! ),c7McSZaH9Xw,https://www.youtube.com/watch?v=c7McSZaH9Xw,2019-10-18 07:39:30 ,669510,"{'Intro': '0:00 - 0:33', 'El Alto Market': '0:33 - 2:33', 'Buying a Bolivian Hat': '2:33 - 5:00', 'The Disaster': '5:00 - 9:00', 'Outro': '9:00 - 10:08'}","LATEST MERCH: https://teespring.com/en-GB/stores/bald-and-bankrupt
🇧🇴 Not every endeavour can be a work of art. David Bowie wrote the song Heroes but also The Laughing Gnome...Take this upload for example. Literally nothing interesting happens in it, just me being miserable in the rain and I'm even somewhat ashamed to upload it,  but it's 3am in Bolivia and I can't sleep due to the jet lag. Even the shitty Adam Sandler movie I just watched on Netflix has not helped me fall sleep. So I thought why not stick something up and read some comments. Maybe someone will love it and think it's the greatest video ever made on youtube or maybe you have jet lag too and want to kill 10 minutes of your time instead of just lying there staring at the ceiling all night wondering if you will ever nod off and what the meaning of life is. Or maybe you are on the toilet having your morning pooh before going to work and would like to see a bald man randomly buy a bowler hat in South America to pass the time. I don't which one of those is you know but there you go. Have a great day/night/pooh everyone. Oh and in case you want to know, the f*king hat cost me $65!!! Unbelievable.",PT10M8S,🇧🇴 Bolivia 🇧🇴
Solo In Bolivia&#39;s Most Dangerous Hood,madplgRfebo,https://www.youtube.com/watch?v=madplgRfebo,2019-10-17 11:20:35 ,9039223,"{'WHERE IS THE MOST DANGEROUS STREET IN EL ALTO?': '3:20 - 5:02', 'BE CAREFUL! SOMEONE CAN SNATCH THE CAMERA FROM YOU': '5:02 - 9:16', 'WHERE CAN I FIND COCA HERE FOR CHEWING?': '9:16 - 12:28'}","LATEST MERCH: https://teespring.com/en-GB/stores/bald-and-bankrupt
🇧🇴 South America has a reputation for danger and violence. And so whilst on my short stay in Bolivia I decided to take a cable car up to El Alto which is a part of La Paz known by locals as a place for theft and violence. Would I survive with  my camera? Watch and find out...",PT12M28S,🇧🇴 Bolivia 🇧🇴
Stranded On A Russian Highway!,VP_RXTn7gVU,https://www.youtube.com/watch?v=VP_RXTn7gVU,2019-10-16 09:22:19 ,804789,/,"LATEST MERCH: https://teespring.com/en-GB/stores/bald-and-bankrupt
🇧🇴The bus driver told me I could get off and walk to the airport. The only problem was it meant walking along a busy highway for miles. Was it even legal?? I don't know. Oh and then I flew to a country where I could not breathe. What a journey.",PT12M18S,"🇧🇴 Bolivia 🇧🇴, 🇷🇺 RUSSIA 🇷🇺"
Delivering Vodka In The Chernobyl Zone 🇧🇾,7KwFEw1weqI,https://www.youtube.com/watch?v=7KwFEw1weqI,2019-09-22 07:23:13 ,3687984,/,"LATEST MERCH: https://teespring.com/en-GB/stores/bald-and-bankrupt
🇧🇾 Three days ago I travelled to Belarus to drive back into the radiation zone there and deliver supplies to some of the last remainers on that contaminated piece of land. I also bumped into an old friend you may recognise...",PT10M30S,"☭ Soviet Playlist ☭, 🇧🇾 THE OTHER CHERNOBYL 🇧🇾"
I Found A Soviet Goblin! ( Jump Scare Warning! ),WFQtAhH2B_c,https://www.youtube.com/watch?v=WFQtAhH2B_c,2019-09-10 02:04:17 ,2727761,/,"LATEST MERCH: https://teespring.com/en-GB/stores/bald-and-bankrupt
🇰🇬 Greetings from Kyrgyzstan where I decided to check out the famous lake Issyk-Kul. However I found more than I expected whilst searching an abandoned building in the town of Balykchy...Oh and warning: I say the word Soviet quite a lot too!",PT16M28S,☭ Soviet Playlist ☭
KARABASH...Russia&#39;s Toxic Town,wa35Vx_07fQ,https://www.youtube.com/watch?v=wa35Vx_07fQ,2019-09-08 08:42:19 ,2867898,"{'HELLO BRO HOW IS LIFE HERE IN KARABASH?': '4:01 - 10:00', 'HOW MUCH TO RENT A FLAT FOR A MONTH? 7000 RUBLES ( $100)': '10:00 - 13:02', 'THE ENGLISHMAN ASKED IF I CAN RIDE YOUR BIKE OFCOURSE YOU CAN': '13:02 - 13:08', 'HOW MANY YEARS OLD IS THE BIKE? 30!': '13:08 - 21:29'}","LATEST MERCH: https://teespring.com/en-GB/stores/bald-and-bankrupt
🇷🇺 Not long ago the town of Karabash was declared Russia's most toxic town due got the heavy pollutants that a mining plant was pumping into the air over the region. 

And so with my friend Roman from the popular YouTube channel NFKRZ we decided to visit the town and see for ourselves just how life was progressing there. 

Join us on the road to Karabash...",PT21M29S,"☭ Soviet Playlist ☭, 🇷🇺 RUSSIA 🇷🇺"
🇷🇺 Would You Live Here?! ( ft. NFKRZ ),g42o1rLPq0A,https://www.youtube.com/watch?v=g42o1rLPq0A,2019-09-06 04:37:46 ,2088369,/,"LATEST MERCH: https://teespring.com/en-GB/stores/bald-and-bankrupt
🇷🇺 I recently met the popular Russian YouTuber NFKRZ for a tour of his hometown, Chelyabinsk which is a city that doesn't have the best reputation in Russia to say the least. So could he change my opinion about his Asian city or was everyone who told me not to come here right? Let's find out...

Here is his channel link so please check him out for Russian content  in English https://www.youtube.com/user/MultiNfz",PT21M32S,🇷🇺 RUSSIA 🇷🇺
What Did I just Step On Inside This Church?!,RjykvLJ3DhU,https://www.youtube.com/watch?v=RjykvLJ3DhU,2019-09-01 07:18:23 ,1623619,"{'Intro': '0:00 - 2:32', 'Church': '2:32 - 4:42', 'Club': '4:42 - 6:32', 'Hotel': '6:32 - 14:02', 'Village': '14:02 - 16:52'}","LATEST MERCH: https://teespring.com/en-GB/stores/bald-and-bankrupt 
🇷🇺Sometimes Russia throws up some crazy experiences and yesterday was such a day when I discovered an ancient church located somewhere on the edge of Europe. The building was beautiful but the inside was just weird... Oh and I had to escape from a Russian village.",PT16M52S,🇷🇺 RUSSIA 🇷🇺
